OBJECTID,StopID,NextRide,Location,Juris,Photo,Routes,Day_Category,Q2016_2,Q2016_3,Q2016_4,Q2017_1,Q2017_2,Q2017_3,Q2017_4,Q2018_12,Q2018_2,Q2018_3,Q42018,Q2019_1,Q2019_2
2596,7059,16361,THUNDERBIRD RD -- 56TH AVE & 57TH DR,Glendale,https://farm8.staticflickr.com/7393/16311742497_0cc601cc7c_o.jpg,138,Weekend,1,0,0,0,0,0,0,1,0,0,1,1,0
2597,1733,16299,THUNDERBIRD RD & 59TH AVE,Glendale,https://farm8.staticflickr.com/7330/15875099854_eca2964244_o.jpg,138,Weekend,15,15,14,22,11,18,22,31,16,17,18,18,15
2598,1715,16300,THUNDERBIRD RD & 56TH AVE,Glendale,https://farm9.staticflickr.com/8671/15877544103_7162ed6e54_o.jpg,138,Weekend,4,4,3,5,3,7,6,7,4,4,4,4,4
2599,1732,16302,THUNDERBIRD RD & 55TH AVE,Glendale,https://farm8.staticflickr.com/7336/16310251870_f92841ddc3_o.jpg,138,Weekend,10,10,9,8,5,9,9,14,7,6,8,8,6
2600,1711,16303,THUNDERBIRD RD & 53RD AVE,Glendale,https://farm8.staticflickr.com/7457/16310222750_5a58cb3061_o.jpg,138,Weekend,2,2,2,2,1,5,4,4,1,2,2,2,2
2601,1741,16304,THUNDERBIRD RD & 51ST AVE,Glendale,https://farm9.staticflickr.com/8594/16311414239_9ff92cd945_o.jpg,138,Weekend,1,1,1,1,1,3,3,3,1,1,1,2,1
2602,1545,15014,NORTHERN AVE & SANDS RD,Glendale,https://farm9.staticflickr.com/8581/15877545043_2d7c0c28fb_o.jpg,80,Weekend,32,31,29,45,26,45,46,61,33,51,33,33,34
2603,1539,15015,NORTHERN AVE & 49TH AVE,Glendale,https://farm9.staticflickr.com/8640/16496683162_23a978d377_o.jpg,80,Weekend,8,8,7,9,4,15,14,13,5,6,7,5,7
2604,1547,15016,NORTHERN AVE & 47TH AVE,Glendale,https://farm9.staticflickr.com/8637/16495951071_99d05634f3_o.jpg,80,Weekend,4,4,3,8,5,6,6,9,2,0,0,0,
2605,1538,15017,NORTHERN AVE & 46TH AVE,Glendale,https://farm8.staticflickr.com/7409/16310223070_0874ce6640_o.jpg,80,Weekend,1,1,0,0,0,0,1,1,0,0,0,1,0
2606,9319,0,EB W NORTHERN AV NS N 44TH DR,Glendale,https://farm8.staticflickr.com/7369/16471665446_c99a29aa7e_o.jpg,80,Weekend,0,0,0,,,,,,,,,,
2607,6858,15076,NORTHERN AVE & 43RD AVE,Glendale,https://farm8.staticflickr.com/7347/16311380779_f82d29b3cb_o.jpg,80,Weekend,31,30,28,37,22,39,36,41,28,33,40,29,31
2608,6860,15054,NORTHERN AVE & 45TH AVE,Glendale,https://farm9.staticflickr.com/8655/16311398989_9754e87f42_o.jpg,80,Weekend,2,2,2,2,0,10,8,3,1,1,1,4,1
2609,6845,15055,NORTHERN AVE & 46TH AVE,Glendale,https://farm8.staticflickr.com/7334/16311399019_9d7085a9b4_o.jpg,80,Weekend,1,1,1,0,0,12,8,5,0,0,0,0,0
2610,9682,16970,BROADWAY RD & PRICE RD,Tempe,https://farm9.staticflickr.com/8608/16309934398_c08a0e9aee_o.jpg,45,Weekend,0,0,0,0,0,0,0,1,0,0,1,1,12
2611,9570,16972,MCDOWELL RD & GRANITE REEF RD,Scottsdale,https://farm8.staticflickr.com/7370/16309922608_80ab81011b_o.jpg,17 | 514,Weekend,1,1,1,1,0,1,1,2,5,0,16,1,0
2612,9733,17260,TEMPE LIBRARY,Tempe,https://farm9.staticflickr.com/8719/16947616235_6a60e9d43f_o.jpg,JUPI | SATU,Weekend,,,,,,,,,,,,,
2613,9684,13180,COLLEGE & MCKELLIPS,Tempe,https://farm8.staticflickr.com/7605/16805110518_6503779505_o.jpg,EART,Weekend,,,,,,,,,,,,,
2614,4560,18593,COLLEGE & FILLMORE ST,Tempe,https://farm9.staticflickr.com/8732/16991942011_ac0722d9a9_o.jpg,EART,Weekend,,,,,,,,,,,,,
2615,9685,13204,51ST AVE & MARLETTE AVE,Glendale,https://farm8.staticflickr.com/7340/16496687332_a930e46366_o.jpg,51,Weekend,1,1,1,3,3,7,8,14,6,6,4,0,
2616,9686,17442,WARNER RD & WARNER RANCH DR,Tempe,https://farm8.staticflickr.com/7640/16947612275_f522eecb3b_o.jpg,522,Weekend,,,,,,,,,,,,,
2617,9688,0,DATE & 9TH PL,Mesa,https://farm8.staticflickr.com/7642/16740261457_d8d8b2a0dd_o.jpg,BUZZ,Weekend,,,,,,,,,,,,,
2618,9689,13368,BROWN RD & GRAND,Mesa,https://farm9.staticflickr.com/8712/16946648571_0ae0c49b61_o.jpg,BUZZ,Weekend,,,,,,,,,,,,,
2619,9690,13370,BROWN RD & CENTER ST,Mesa,https://farm8.staticflickr.com/7606/16740262527_b1f4237a0e_o.jpg,BUZZ,Weekend,,,,,,,,,,,,,
2620,9691,13371,CENTER ST & 9TH PL,Mesa,https://farm8.staticflickr.com/7608/16760155060_5d457e4c8f_o.jpg,BUZZ,Weekend,,,,,,,,,,,,,
2621,9692,0,BROWN RD & CENTER ST,Mesa,https://farm9.staticflickr.com/8685/16947615115_b3116ef6cd_o.jpg,BUZZ,Weekend,,,,,,,,,,,,,
2622,9693,0,BROWN RD & GRAND,Mesa,https://farm9.staticflickr.com/8716/16327547133_a48959566c_o.jpg,BUZZ,Weekend,,,,,,,,,,,,,
2623,9695,0,DATE & 10TH ST,Mesa,https://farm8.staticflickr.com/7285/16325223244_e240c3d3af_o.jpg,BUZZ,Weekend,,,,,,,,,,,,,
2624,9696,14125,CENTER ST & 5TH ST,Mesa,https://farm8.staticflickr.com/7603/16921653116_e8980a260f_o.jpg,BUZZ,Weekend,,,,,,,,,,,,,
2625,9696,14125,CENTER ST & 5TH ST,Mesa,https://farm9.staticflickr.com/8732/16946648191_d843861f3b_o.jpg,BUZZ,Weekend,,,,,,,,,,,,,
2626,9697,0,CENTER ST & 6TH ST,Mesa,https://farm8.staticflickr.com/7281/16946294132_198b6d0db7_o.jpg,BUZZ,Weekend,,,,,,,,,,,,,
2627,6861,15056,NORTHERN AVE & 47TH AVE,Glendale,https://farm9.staticflickr.com/8667/16471674876_dd856fb83c_o.jpg,80,Weekend,3,3,3,0,0,0,0,1,4,6,6,6,5
2628,6862,15057,NORTHERN AVE & 49TH AVE,Glendale,https://farm8.staticflickr.com/7301/16311743967_a0b6296734_o.jpg,80,Weekend,1,1,1,1,1,0,1,1,1,2,1,1,2
2629,6863,15058,NORTHERN AVE & 51ST AVE,Glendale,https://farm8.staticflickr.com/7297/16496666102_f076210e15_o.jpg,80,Weekend,6,5,5,9,7,17,15,15,6,6,6,8,7
2630,6872,15059,NORTHERN AVE & 53RD AVE,Glendale,https://farm8.staticflickr.com/7397/16311398769_74c9c45b75_o.jpg,80,Weekend,1,1,1,2,1,2,1,1,1,0,1,0,0
2631,6864,15060,NORTHERN AVE & 53RD AVE,Glendale,https://farm8.staticflickr.com/7406/15875112654_f35e926fbe_o.jpg,80,Weekend,1,1,1,2,0,14,10,6,0,0,0,0,0
2632,7983,15010,NORTHERN AVE & 59TH AVE,Glendale,https://farm9.staticflickr.com/8571/16471671386_130ec9d946_o.jpg,80 | GUS2 | GUS3,Weekend,34,32,30,44,28,62,72,65,32,39,41,44,42
2633,1542,12636,NORTHERN AVE & 56TH LN,Glendale,https://c4.staticflickr.com/2/1524/25568449083_06a30dbddd_o.jpg,80 | GUS3,Weekend,11,10,10,13,6,17,16,18,9,9,13,15,15
2634,4157,15061,55TH AVE & NORTHERN AVE,Glendale,https://farm9.staticflickr.com/8569/16496675572_079dec21dc_o.jpg,80 | GUS2 | GUS3,Weekend,2,2,2,2,1,8,24,4,2,2,2,2,1
2635,1541,15012,NORTHERN AVE & 55TH AVE,Glendale,https://farm8.staticflickr.com/7378/16309962198_dd64a58941_o.jpg,80 | GUS3,Weekend,15,14,13,18,12,14,15,26,13,15,19,19,16
2636,1540,15013,NORTHERN AVE & 53RD AVE,Glendale,https://farm8.staticflickr.com/7373/16311760727_941f6f082a_o.jpg,80,Weekend,6,6,5,6,4,5,6,7,5,5,6,4,5
2637,6464,13433,CAMELBACK RD & GRAND AVE,Glendale,https://farm8.staticflickr.com/7359/16471656526_2819deb4b8_o.jpg,50,Weekend,23,22,21,25,17,36,35,50,25,30,31,28,28
2638,6452,13434,CAMELBACK RD & TOM MURRY DR,Glendale,https://farm9.staticflickr.com/8657/16309945728_14f27b0c40_o.jpg,50,Weekend,3,2,2,1,1,1,2,1,0,,0,0,0
2639,6438,13435,CAMELBACK RD & 47TH AVE,Glendale,https://farm8.staticflickr.com/7333/16311399929_51a3c80f0f_o.jpg,50,Weekend,3,3,3,3,1,9,7,6,2,2,1,1,1
2640,6453,13436,CAMELBACK RD & 51ST AVE,Glendale,https://farm8.staticflickr.com/7390/16309945708_4d68eca9c7_o.jpg,50,Weekend,13,13,12,20,12,31,38,51,25,28,27,22,27
2641,6454,13437,CAMELBACK RD & 53RD AVE,Glendale,https://farm8.staticflickr.com/7339/16497655365_b550bb09f6_o.jpg,50,Weekend,4,3,3,5,2,8,8,8,5,6,6,5,6
2642,6455,13438,CAMELBACK RD & 55TH AVE,Glendale,https://farm8.staticflickr.com/7359/15875113684_6b5d120094_o.jpg,50,Weekend,8,8,7,11,7,12,13,20,11,15,11,11,9
2643,6456,13439,CAMELBACK RD & 57TH AVE,Glendale,https://farm9.staticflickr.com/8679/15875094684_4bf4697f7f_o.jpg,50,Weekend,4,4,3,4,2,8,8,8,4,5,5,5,4
2644,6469,18190,CAMELBACK RD & 59TH AVE,Glendale,https://farm8.staticflickr.com/7323/16497655335_d43d95fbc8_o.jpg,50,Weekend,10,9,9,15,12,26,26,34,26,25,25,19,20
2645,6457,18191,CAMELBACK RD & 61ST AVE,Glendale,https://farm9.staticflickr.com/8595/16495935421_7331293c45_o.jpg,50,Weekend,3,3,3,3,1,4,4,6,2,2,3,1,2
2646,6458,18197,CAMELBACK RD & 63RD AVE,Glendale,https://farm8.staticflickr.com/7331/16495916281_82dbee898c_o.jpg,50,Weekend,3,3,2,2,1,6,6,4,1,2,1,1,1
2647,6459,13444,CAMELBACK RD & 65TH AVE,Glendale,https://farm9.staticflickr.com/8643/16495935371_f805123020_o.jpg,50,Weekend,3,3,3,2,1,3,2,4,1,1,1,1,1
2648,9198,18193,CAMELBACK RD & 67TH AVE,Glendale,https://farm8.staticflickr.com/7444/16311377959_ea50455879_o.jpg,50,Weekend,17,17,15,17,11,25,26,37,19,21,20,16,17
2649,9199,18080,CAMELBACK RD & 69TH AVE,Glendale,https://farm8.staticflickr.com/7456/16309923068_21579c1892_o.jpg,50,Weekend,2,2,2,2,1,4,3,4,2,3,2,2,1
2650,9200,18081,CAMELBACK RD & 71ST DR,Glendale,https://farm8.staticflickr.com/7394/16495925371_3f2a0c48c2_o.jpg,50,Weekend,2,2,2,2,2,3,2,3,2,2,2,2,2
2651,9201,18082,CAMELBACK RD & 73RD AVE,Glendale,https://farm8.staticflickr.com/7347/16311735137_d771e197b9_o.jpg,50,Weekend,2,2,2,2,1,3,4,3,1,0,1,0,0
2652,9202,18083,CAMELBACK RD & 75TH AVE,Glendale,https://farm8.staticflickr.com/7369/16310226530_0a0b3d19c7_o.jpg,50 | 75,Weekend,5,5,5,6,5,9,16,15,8,14,13,26,47
2653,9203,18084,CAMELBACK RD & 78TH AVE,Glendale,https://farm9.staticflickr.com/8662/16310226500_dd561f901b_o.jpg,50,Weekend,1,1,1,1,1,2,2,2,2,3,2,2,2
2654,9206,18230,CAMELBACK RD & 83RD AVE,Glendale,https://farm8.staticflickr.com/7303/15877518923_b951ff2c19_o.jpg,50,Weekend,2,2,2,3,1,4,4,2,,0,0,0,0
2655,9204,18085,CAMELBACK RD & 86TH AVE,Glendale,https://farm8.staticflickr.com/7388/16496645182_3fa177302f_o.jpg,50,Weekend,2,2,2,1,0,5,5,3,0,1,1,0,1
2656,9205,18086,CAMELBACK RD & 95TH AVE,Glendale,https://farm8.staticflickr.com/7282/16311735067_1709e5c6d6_o.jpg,50,Weekend,2,2,2,2,1,3,4,2,1,1,2,5,2
2657,8675,14428,GLENDALE AVE & 99TH AVE,Glendale,https://farm8.staticflickr.com/7352/16496660552_3f2b29e6b4_o.jpg,70,Weekend,3,3,3,4,2,3,3,5,3,4,17,3,4
2658,8839,14529,GLENDALE AVE NS 95TH AVE,Glendale,https://farm8.staticflickr.com/7285/16311737147_aaabab0295_o.jpg,70,Weekend,0,0,0,0,0,1,2,1,,,,,
2659,8115,14430,GLENDALE AVE & 95TH AVE,Glendale,https://farm9.staticflickr.com/8591/16311739807_ed10f1ddd7_o.jpg,70,Weekend,15,14,13,27,19,34,36,47,33,44,42,39,37
2660,8116,14431,GLENDALE AVE & 93RD AVE,Glendale,https://farm9.staticflickr.com/8569/16471655136_8be4212209_o.jpg,70,Weekend,14,14,13,21,14,25,37,34,14,26,24,17,16
2661,8117,14432,GLENDALE AVE & 91ST AVE,Glendale,https://farm8.staticflickr.com/7421/16471655096_9938be9b9d_o.jpg,70,Weekend,3,3,3,7,4,5,6,9,5,6,6,5,5
2662,8667,14433,GLENDALE AVE & 89TH AVE,Glendale,https://farm8.staticflickr.com/7281/15877522103_9b91ac4238_o.jpg,70,Weekend,1,1,1,0,0,0,0,,1,1,2,2,4
2663,8668,14434,GLENDALE AVE & 87TH AVE,Glendale,https://farm8.staticflickr.com/7334/15877521923_8c24427be1_o.jpg,70,Weekend,0,0,0,0,0,0,1,3,1,1,1,1,1
2664,8669,14435,GLENDALE AVE & 83RD AVE,Glendale,https://farm8.staticflickr.com/7378/16496660672_e6be820e49_o.jpg,70,Weekend,8,8,7,6,5,7,10,14,15,37,26,23,23
2665,1344,14436,GLENDALE AVE & 83RD AVE,Glendale,https://farm8.staticflickr.com/7416/15875130094_96283f736c_o.jpg,70,Weekend,2,2,2,3,1,3,8,9,4,6,7,7,5
2666,1343,14437,GLENDALE AVE & 81ST AVE,Glendale,https://farm8.staticflickr.com/7401/16497661065_5ea04a28d0_o.jpg,70,Weekend,5,5,5,6,4,6,8,12,9,11,11,9,8
2667,1341,14438,GLENDALE AVE & 79TH AVE,Glendale,https://farm8.staticflickr.com/7410/16309932198_e0d5231efb_o.jpg,70,Weekend,3,3,3,4,2,4,5,3,3,2,2,4,4
2668,1340,14439,GLENDALE AVE & 76TH DR,Glendale,https://farm9.staticflickr.com/8645/15877545543_004602f6e1_o.jpg,70,Weekend,3,3,3,3,2,3,2,5,3,4,4,5,5
2669,1339,14440,GLENDALE AVE & 75TH AVE,Glendale,https://farm8.staticflickr.com/7418/16311415839_c10471a43e_o.jpg,70,Weekend,29,28,26,51,27,21,31,51,30,31,27,28,29
2670,1338,14441,GLENDALE AVE & 73RD AVE,Glendale,https://farm9.staticflickr.com/8595/16497690785_317b5b6d0e_o.jpg,70,Weekend,0,0,0,1,1,2,2,2,1,1,2,2,2
2671,1337,14442,GLENDALE AVE & 71ST AVE,Glendale,https://farm8.staticflickr.com/7352/15877545663_3c275db8ce_o.jpg,70,Weekend,5,4,4,6,3,9,12,13,7,9,7,7,7
2672,1357,14443,GLENDALE AVE & 68TH DR,Glendale,https://farm8.staticflickr.com/7296/15875129904_0bb0533af2_o.jpg,70,Weekend,0,0,0,,,,,0,1,2,1,0,1
2673,1336,14444,GLENDALE AVE & 67TH AVE,Glendale,https://c3.staticflickr.com/2/1636/26078631162_73675ba67f_o.jpg,70 | GUS1,Weekend,30,29,27,40,26,45,53,64,47,47,43,35,39
2674,9244,14616,GLENDALE AVE & N 65TH AVE,Glendale,https://c3.staticflickr.com/2/1636/26078631042_f21e651007_o.jpg,70,Weekend,11,11,10,24,14,20,23,33,16,19,16,14,13
2675,1356,14445,GLENDALE AVE & 64TH AVE,Glendale,https://farm9.staticflickr.com/8618/16471691706_4e18a4308f_o.jpg,70 | GUS1,Weekend,5,5,5,8,7,8,8,9,4,4,4,3,4
2676,1335,14446,GLENDALE AVE & 63RD AVE,Glendale,https://farm8.staticflickr.com/7334/16471662446_357f80b18b_o.jpg,70 | GUS1,Weekend,4,4,4,8,8,8,8,12,9,9,8,7,9
2677,1334,14447,GLENDALE AVE & 60TH AVE,Glendale,https://farm9.staticflickr.com/8683/16495951651_8fed66bdaf_o.jpg,70 | GUS1,Weekend,6,6,6,8,5,8,9,8,4,8,7,6,8
2678,1355,14448,GLENDALE AVE & 58TH DR,Glendale,https://c5.staticflickr.com/2/1682/25898232660_29c8ee4cec_o.jpg,70,Weekend,15,14,13,24,15,23,24,31,16,20,19,19,22
2679,1332,14449,GLENDALE AVE & 57TH AVE,Glendale,https://c2.staticflickr.com/2/1461/25568446833_e5a9a80b79_o.jpg,70 | GUS1,Weekend,3,3,3,5,3,6,5,7,4,5,5,4,4
2680,1331,14451,GLENDALE AVE & 55TH AVE,Glendale,https://farm9.staticflickr.com/8680/16497690845_826c6cd4f1_o.jpg,70 | GUS1,Weekend,7,7,6,11,6,11,17,20,11,13,13,11,12
2681,1330,14452,GLENDALE AVE & 54TH AVE,Glendale,https://farm9.staticflickr.com/8683/16496683792_9a40da4f7c_o.jpg,70 | GUS1 | GUS2,Weekend,9,9,8,12,7,14,14,17,10,12,11,9,10
2682,1329,14453,GLENDALE AVE & 52ND AVE,Glendale,https://farm8.staticflickr.com/7416/15875130424_aa77299ae0_o.jpg,70,Weekend,7,7,6,9,6,11,15,22,10,10,12,14,12
2683,1349,14454,51ST AVE & 50TH DR,Glendale,https://farm8.staticflickr.com/7364/16310253520_af667211c0_o.jpg,70,Weekend,11,11,10,15,10,20,24,25,16,21,21,17,17
2684,1328,14455,GLENDALE AVE & 49TH AVE,Glendale,https://farm8.staticflickr.com/7383/16309962968_3678997c11_o.jpg,70,Weekend,2,2,2,5,3,6,6,7,3,5,3,4,3
2685,1348,14456,48TH AVE & 47TH AVE,Glendale,https://farm8.staticflickr.com/7458/16471691886_428086babf_o.jpg,70,Weekend,4,4,4,8,4,7,11,11,3,5,4,3,3
2686,1327,14457,GLENDALE AVE & 46TH AVE,Glendale,https://farm9.staticflickr.com/8570/16495921971_6ae60ed14b_o.jpg,70,Weekend,5,5,5,5,3,5,6,8,4,6,5,4,5
2687,6617,14458,GLENDALE AVE & 45TH AVE,Glendale,https://farm8.staticflickr.com/7412/16471675626_ee67e2d696_o.jpg,70,Weekend,3,3,3,5,3,6,7,9,7,7,7,6,14
2688,1354,14459,GLENDALE AVE & 43RD AVE,Glendale,https://farm9.staticflickr.com/8616/16311760957_ed408b6077_o.jpg,70,Weekend,8,8,7,12,7,14,14,14,9,13,13,12,17
2689,6601,14598,GLENDALE AVE & 43RD AVE,Glendale,https://farm8.staticflickr.com/7392/15877510173_9049e98fb7_o.jpg,70,Weekend,50,48,45,80,47,80,98,109,72,88,79,73,66
2690,6646,14599,GLENDALE AVE & 45TH AVE,Glendale,https://farm9.staticflickr.com/8681/16497655215_b30a79996b_o.jpg,70,Weekend,,,,,0,0,0,0,0,0,0,0,0
2691,6618,14600,GLENDALE AVE & 45TH AVE,Glendale,https://farm8.staticflickr.com/7456/16495935301_87eebbafc3_o.jpg,70,Weekend,6,6,6,8,5,9,11,14,8,8,14,14,3
2692,6641,14601,47TH AVE & 48TH AVE,Glendale,https://farm9.staticflickr.com/8576/16496666632_f93219d081_o.jpg,70,Weekend,2,2,2,0,0,1,1,0,2,3,5,5,4
2693,6619,14602,GLENDALE AVE & 49TH AVE,Glendale,https://farm9.staticflickr.com/8572/15875113504_e50df4a02b_o.jpg,70,Weekend,1,1,1,1,0,1,1,1,1,1,1,1,1
2694,6620,14603,GLENDALE AVE & 50TH DR,Glendale,https://farm8.staticflickr.com/7289/16496666942_1dff8bc2b8_o.jpg,70,Weekend,1,1,1,2,1,2,3,4,2,4,4,5,3
2695,6621,14604,GLENDALE AVE & 51ST AVE,Glendale,https://farm8.staticflickr.com/7346/16497673645_0f26264a49_o.jpg,70,Weekend,11,10,10,18,10,16,20,24,15,22,22,23,20
2696,8106,14605,GLENDALE AVE & 52ND AVE,Glendale,https://farm8.staticflickr.com/7292/16496662512_7a9dc656d5_o.jpg,70,Weekend,1,1,1,1,1,1,2,2,1,2,2,2,2
2697,6647,14606,GLENDALE AVE & 53RD AVE,Glendale,https://farm9.staticflickr.com/8589/16310236430_70670560cd_o.jpg,70,Weekend,0,0,0,0,0,0,0,1,0,0,0,0,0
2698,6623,14607,GLENDALE AVE & 54TH AVE,Glendale,https://farm8.staticflickr.com/7413/15877528753_1124e93c09_o.jpg,70 | GUS1 | GUS2,Weekend,5,5,5,6,4,6,8,10,7,7,5,7,6
2699,6624,14608,GLENDALE AVE & 55TH AVE,Glendale,https://farm9.staticflickr.com/8644/16311399519_db265eb61d_o.jpg,70 | GUS2,Weekend,2,2,2,2,1,2,3,6,2,3,2,2,1
2700,6625,14610,GLENDALE AVE & 57TH AVE,Glendale,https://c8.staticflickr.com/2/1655/26171098415_67a85e7fce_o.jpg,70 | GUS2,Weekend,1,1,1,2,2,2,2,3,2,2,2,2,1
2701,6648,14611,GLENDALE AVE & 59TH AVE,Glendale,https://farm8.staticflickr.com/7367/16497673225_356f374887_o.jpg,70,Weekend,7,6,6,8,4,5,8,8,6,8,6,7,5
2702,6626,14612,GLENDALE AVE & 59TH DR,Glendale,https://c8.staticflickr.com/2/1604/26104734871_ef9016de94_o.jpg,70 | GUS2,Weekend,11,11,10,15,8,14,16,20,10,14,14,15,12
2703,6627,13442,GLENDALE AVE & 61ST AVE,Glendale,https://farm8.staticflickr.com/7427/16311744547_368519f664_o.jpg,70 | GUS2,Weekend,1,1,1,1,1,1,2,4,2,3,2,2,2
2704,8018,14614,GLENDALE AV & 62ND AV,Glendale,https://farm8.staticflickr.com/7325/16311395039_8a9824178c_o.jpg,70,Weekend,1,1,1,2,1,2,2,3,2,2,2,2,2
2705,6628,14615,GLENDALE AVE & 63RD AVE,Glendale,https://farm8.staticflickr.com/7429/16471675366_71bf99e3b5_o.jpg,70 | GUS2,Weekend,3,2,2,3,2,2,3,5,3,2,2,2,2
2706,6629,17248,GLENDALE AVE & 64TH AVE,Glendale,https://c4.staticflickr.com/2/1565/25568447523_51e7918f02_o.jpg,GUS2,Weekend,1,1,0,,,,,,,,,,
2707,6630,17249,GLENDALE AVE & 65TH AVE,Glendale,https://c6.staticflickr.com/2/1604/26104735141_7dbe2900a7_o.jpg,70 | GUS2,Weekend,1,1,1,3,1,1,3,2,2,2,3,2,1
2708,6631,14617,GLENDALE AVE & 67TH AVE,Glendale,https://farm8.staticflickr.com/7429/16496666812_8f962ec5a3_o.jpg,70,Weekend,23,22,20,29,18,23,28,37,21,31,24,23,22
2709,6642,14618,68TH AVE & 70TH AVE,Glendale,https://c4.staticflickr.com/2/1632/25568448243_b9b1ecb8d5_o.jpg,70,Weekend,0,0,0,1,1,1,1,1,1,0,0,1,1
2710,6632,14619,GLENDALE AVE & 71ST AVE,Glendale,https://farm9.staticflickr.com/8639/16311744397_4ac4e3b9d0_o.jpg,70,Weekend,1,1,1,3,2,5,5,5,2,2,4,2,2
2711,6603,14620,GLENDALE AVE & 73RD AVE,Glendale,https://farm9.staticflickr.com/8614/15875113554_8b1c5541f3_o.jpg,70,Weekend,0,0,0,0,,,0,0,0,0,0,1,0
2712,8705,14621,GLENDALE AVE & 75TH AVE,Glendale,https://farm8.staticflickr.com/7398/16309938068_9f0beba5d2_o.jpg,70,Weekend,5,5,5,1,1,14,11,2,6,6,6,7,6
2713,6633,14622,GLENDALE AVE & 75TH AVE,Glendale,https://farm8.staticflickr.com/7336/16311380879_dbc287f6ec_o.jpg,70,Weekend,2,2,2,1,0,2,2,3,2,3,3,3,2
2714,6634,14623,GLENDALE AVE & 77TH LN,Glendale,https://farm8.staticflickr.com/7375/16311726187_81c7e5360a_o.jpg,70,Weekend,1,1,1,0,0,0,0,1,0,0,0,0,0
2715,6635,14624,GLENDALE AVE & 79TH AVE,Glendale,https://farm8.staticflickr.com/7392/16471675296_40bd009157_o.jpg,70,Weekend,0,0,0,0,0,0,0,1,1,1,1,1,0
2716,6637,14625,GLENDALE AVE & 81ST AVE,Glendale,https://farm8.staticflickr.com/7348/16309926158_5fb09fd760_o.jpg,70,Weekend,0,0,0,0,0,0,0,0,0,0,0,1,0
2717,8118,14626,GLENDALE AVE & 83RD AVE,Glendale,https://farm9.staticflickr.com/8602/16311379419_01544ca386_o.jpg,70,Weekend,8,8,7,16,10,17,26,33,24,11,10,11,8
2718,8670,14627,GLENDALE AVE & 86TH AVE,Glendale,https://farm8.staticflickr.com/7318/16311738057_d4045a69ae_o.jpg,70,Weekend,0,0,0,0,0,0,0,0,0,0,0,0,0
2719,8119,14628,GLENDALE AVE & 89TH AVE,Glendale,https://farm9.staticflickr.com/8580/16311379399_53d4fa8c89_o.jpg,70,Weekend,1,1,1,3,2,2,3,4,0,0,0,0,0
2720,8671,14629,GLENDALE AVE & 91ST AVE,Glendale,https://farm9.staticflickr.com/8588/15877521853_0b7746b6aa_o.jpg,70,Weekend,1,1,1,1,1,1,1,1,1,1,1,0,0
2721,8672,14630,GLENDALE AVE & 93RD AVE,Glendale,https://farm8.staticflickr.com/7363/16497652845_203076a3ae_o.jpg,70,Weekend,10,9,9,1,1,1,1,2,2,1,1,1,1
2722,8673,14631,GLENDALE AVE & 95TH AVE,Glendale,https://farm8.staticflickr.com/7334/16471668996_ec31e4f858_o.jpg,70,Weekend,1,1,1,0,0,0,0,0,2,8,1,3,2
2723,8674,14632,GLENDALE AVE & 99TH AVE,Glendale,https://farm9.staticflickr.com/8605/16496646122_f12099e10d_o.jpg,70,Weekend,1,1,1,0,1,0,0,1,1,0,1,1,1
2724,8676,14634,GLENDALE AVE & 100TH AVE,Glendale,https://farm8.staticflickr.com/7615/16947605905_7610b8ea4b_o.jpg,70,Weekend,,,,0,0,,0,0,0,,0,0,0
2725,8677,18329,GLENDALE AVE & NEW RIVER RD,Glendale,https://farm8.staticflickr.com/7332/16471654436_5d9f54c8a1_o.jpg,70,Weekend,0,0,0,0,,,0,0,,0,0,0,
2726,6639,14636,GLENDALE AVE & GLEN HARBOR BLVD,Glendale,https://farm8.staticflickr.com/7324/16496666682_c6dd42f14f_o.jpg,70,Weekend,0,0,0,1,0,,0,0,0,,0,0,0
2727,6643,14637,LANDFILL RD & EL MIRAGE RD,Glendale,https://farm8.staticflickr.com/7369/15875113204_ee0a444348_o.jpg,70,Weekend,,,,0,,,0,1,,,,0,0
2728,8121,14639,GLENDALE AVE & EL MIRAGE RD,Glendale,https://farm8.staticflickr.com/7311/16495930371_72547f638c_o.jpg,70,Weekend,,,,,0,0,0,,0,,0,,0
2729,8683,14640,GLENDALE AVE & 125TH AVE,Glendale,https://farm8.staticflickr.com/7353/16311378739_59e92e4bf7_o.jpg,70,Weekend,,,,0,,0,0,,,,,,
2730,6640,14641,GLENDALE AVE & 127TH AVE,Glendale,https://farm8.staticflickr.com/7369/16496666652_bd1b962418_o.jpg,70,Weekend,0,0,0,,,0,0,0,0,2,0,0,0
2731,8684,14642,GLENDALE AVE & DYSART RD,Glendale,https://farm8.staticflickr.com/7384/16495928251_2c23df502c_o.jpg,70,Weekend,,,,,,,,0,0,0,0,,
2732,8703,14643,GLENDALE AVE & DYSART RD,Glendale,https://farm9.staticflickr.com/8678/16310229080_8fb3dd7a9e_o.jpg,70,Weekend,6,6,5,0,,,,,0,0,0,0,
2733,8686,14644,GLENDALE AVE & LALOMAI,Glendale,https://farm9.staticflickr.com/8641/16496660372_cfe1655a83_o.jpg,70,Weekend,,,,,0,,,,,,,,
