,StopID,Location,Address,City,Zipcode,Juris_y,Day_Category,Q2016_2,Q2016_3,Q2016_4,Q2017_1,Q2017_2,Q2017_3,Q2017_4,Q2018_12,Q2018_2,Q2018_3,Q42018,Q2019_1,Q2019_2
9175,2115,27TH AVE & MYRTLE AVE,7204 N 26TH LN,Glendale,85051,Phoenix,Weekday,13,13,14,17,11,20,16,22,12,12,15,12,9
9176,2116,27TH AVE & NORTHERN AVE,2626 W NORTHERN AVE,Glendale,85051,Phoenix,Weekend,27,26,24,30,25,36,42,55,34,41,36,34,34
9177,2116,27TH AVE & NORTHERN AVE,2626 W NORTHERN AVE,Glendale,85051,Phoenix,Weekday,44,44,45,59,31,59,53,87,43,51,54,52,45
9178,2117,27TH AVE & ORANGEWOOD AVE,7509 N 27TH AVE,Glendale,85051,Phoenix,Weekend,8,7,7,10,6,10,18,18,12,16,11,14,11
9179,2117,27TH AVE & ORANGEWOOD AVE,7509 N 27TH AVE,Glendale,85051,Phoenix,Weekday,14,14,15,22,12,23,21,31,13,21,19,21,16
9180,2118,27TH AVE & OSBORN RD,2602 W OSBORN RD,Phoenix,85017,Phoenix,Weekend,5,4,4,5,4,7,8,12,8,7,8,7,5
9181,2118,27TH AVE & OSBORN RD,2602 W OSBORN RD,Phoenix,85017,Phoenix,Weekday,17,17,17,20,9,21,22,30,14,20,22,20,14
9182,2119,27TH AVE & PALM LN,2706 W PALM LN,Avondale,85009,Phoenix,Weekend,3,3,3,2,2,3,2,6,8,4,5,3,3
9183,2119,27TH AVE & PALM LN,2706 W PALM LN,Avondale,85009,Phoenix,Weekday,7,7,7,6,3,9,9,11,7,6,9,8,5
9184,2120,27TH AVE & THOMAS RD,2934 N 26TH DR,Phoenix,85017,Phoenix,Weekend,32,31,29,45,30,60,72,86,46,54,56,52,48
9185,2120,27TH AVE & THOMAS RD,2934 N 26TH DR,Phoenix,85017,Phoenix,Weekday,83,83,85,110,66,125,119,190,97,112,125,113,92
9186,2121,27TH AVE & VAN BUREN ST,2640 W VAN BUREN ST,Avondale,85009,Phoenix,Weekend,61,59,55,69,52,100,101,145,76,96,82,76,69
9187,2121,27TH AVE & VAN BUREN ST,2640 W VAN BUREN ST,Avondale,85009,Phoenix,Weekday,113,113,117,150,90,173,155,256,126,143,156,134,116
9188,2122,27TH AVE & VIRGINIA AVE,2525 N 27TH AVE,Avondale,85009,Phoenix,Weekend,1,1,1,3,2,3,5,8,4,4,4,4,3
9189,2122,27TH AVE & VIRGINIA AVE,2525 N 27TH AVE,Avondale,85009,Phoenix,Weekday,5,5,5,9,6,13,13,22,9,9,9,9,7
9190,2123,27TH AVE & I-10 FWY,1305 N 27TH AVE,Avondale,85009,Phoenix,Weekend,2,2,2,1,1,2,2,2,1,1,2,2,1
9191,2123,27TH AVE & I-10 FWY,1305 N 27TH AVE,Avondale,85009,Phoenix,Weekday,4,4,4,2,1,4,3,6,2,2,4,3,2
9192,2124,27TH AVE & ADAMS ST,147 N 27TH AVE,Avondale,85009,Phoenix,Weekend,1,1,1,1,1,1,1,2,1,1,1,1,1
9193,2124,27TH AVE & ADAMS ST,147 N 27TH AVE,Avondale,85009,Phoenix,Weekday,2,2,2,2,1,2,1,3,2,3,3,3,2
9194,2125,27TH AVE & BELMONT AVE,7707 N 27TH AVE,Glendale,85051,Phoenix,Weekend,6,6,5,5,5,10,9,10,5,6,7,4,5
9195,2125,27TH AVE & BELMONT AVE,7707 N 27TH AVE,Glendale,85051,Phoenix,Weekday,8,8,9,12,7,18,13,17,8,9,12,11,9
9196,2126,27TH AVE & FILLMORE ST,610 N 27TH AVE,Avondale,85009,Phoenix,Weekend,4,4,4,5,4,6,8,7,4,3,5,4,5
9197,2126,27TH AVE & FILLMORE ST,610 N 27TH AVE,Avondale,85009,Phoenix,Weekday,6,6,6,10,6,9,8,12,5,6,10,8,7
9198,2127,27TH AVE & GRISWOLD RD,8245 N 27TH AVE,Glendale,85051,Phoenix,Weekend,4,4,4,3,3,6,5,6,3,4,4,4,4
9199,2127,27TH AVE & GRISWOLD RD,8245 N 27TH AVE,Glendale,85051,Phoenix,Weekday,5,5,5,6,3,7,6,12,4,4,6,4,4
9200,2128,27TH AVE & ROOSEVELT ST,1330 N 27TH AVE,Avondale,85009,Phoenix,Weekend,5,5,5,12,6,11,10,19,10,11,9,8,8
9201,2128,27TH AVE & ROOSEVELT ST,1330 N 27TH AVE,Avondale,85009,Phoenix,Weekday,10,10,10,19,10,19,17,33,15,13,18,14,11
9202,2129,27TH AVE & OCOTILLO RD,6643 N 27TH AVE,Phoenix,85017,Phoenix,Weekend,8,8,8,9,7,10,11,20,12,10,12,8,8
9203,2129,27TH AVE & OCOTILLO RD,6643 N 27TH AVE,Phoenix,85017,Phoenix,Weekday,14,14,14,27,15,24,20,39,21,14,17,14,11
9204,2130,28TH AVE & KATHLEEN RD,16001 N 28TH AVE,Phoenix,85053,Phoenix,Weekend,1,1,1,1,1,3,3,5,2,2,2,2,2
9205,2130,28TH AVE & KATHLEEN RD,16001 N 28TH AVE,Phoenix,85053,Phoenix,Weekday,1,1,1,3,1,4,3,5,2,2,2,2,2
9206,2131,28TH AVE & 29TH AVE,15601 N 28TH AVE,Phoenix,85053,Phoenix,Weekend,0,0,0,0,,0,,0,,,0,0,0
9207,2131,28TH AVE & 29TH AVE,15601 N 28TH AVE,Phoenix,85053,Phoenix,Weekday,0,0,0,1,0,2,1,0,0,,0,1,1
9208,2132,28TH AVE & KELTON LN,16404 N BLACK CANYON HWY,Phoenix,85053,Phoenix,Weekend,1,1,1,1,1,1,1,1,0,0,0,0,0
9209,2132,28TH AVE & KELTON LN,16404 N BLACK CANYON HWY,Phoenix,85053,Phoenix,Weekday,4,4,4,5,2,5,4,6,3,4,4,3,2
9210,2133,28TH DR & CACTUS RD,12201 N 28TH DR,Glendale,85029,Phoenix,Weekend,8,8,8,12,8,16,15,26,16,19,22,15,17
9211,2133,28TH DR & CACTUS RD,12201 N 28TH DR,Glendale,85029,Phoenix,Weekday,15,15,16,18,13,32,27,43,26,31,44,30,29
9212,2134,28TH DR & LARKSPUR DR,12602 N 28TH DR,Glendale,85029,Phoenix,Weekend,8,8,8,10,5,9,9,12,6,6,6,4,6
9213,2134,28TH DR & LARKSPUR DR,12602 N 28TH DR,Glendale,85029,Phoenix,Weekday,12,12,13,14,7,17,14,19,8,7,8,8,7
9214,2135,28TH DR & LAUREL LN,11839 N 28TH DR,Glendale,85029,Phoenix,Weekend,5,5,5,6,4,6,5,7,4,4,6,7,6
9215,2135,28TH DR & LAUREL LN,11839 N 28TH DR,Glendale,85029,Phoenix,Weekday,8,8,9,11,6,10,9,12,6,6,8,9,8
9216,2136,28TH DR & PEORIA AVE,2860 W PEORIA AVE,Glendale,85029,Phoenix,Weekend,25,24,23,29,20,40,41,55,29,36,40,33,30
9217,2136,28TH DR & PEORIA AVE,2860 W PEORIA AVE,Glendale,85029,Phoenix,Weekday,36,36,37,49,27,52,47,73,39,45,52,46,40
9218,2137,28TH DR & 11439 N,11459 N 28TH DR,Glendale,85029,Phoenix,Weekend,22,21,20,28,27,2,1,1,0,8,9,8,11
9219,2137,28TH DR & 11439 N,11459 N 28TH DR,Glendale,85029,Phoenix,Weekday,38,38,39,54,34,5,3,2,1,10,13,12,12
9220,2138,28TH DR & WINDROSE DR,12815 N 28TH DR,Glendale,85029,Phoenix,Weekend,5,5,4,4,3,4,5,6,2,6,6,5,5
9221,2138,28TH DR & WINDROSE DR,12815 N 28TH DR,Glendale,85029,Phoenix,Weekday,5,5,5,5,4,9,6,9,4,6,8,7,7
9222,2139,NBD 28TH DR FS MERCER LN,11006 N 28TH AVE,Glendale,85029,Phoenix,Weekend,8,8,8,8,6,11,11,16,9,7,4,3,5
9223,2139,NBD 28TH DR FS MERCER LN,11006 N 28TH AVE,Glendale,85029,Phoenix,Weekday,10,10,11,15,9,15,13,27,13,8,7,5,4
9224,2151,29TH AVE & PHELPS RD,2834 W KELTON LN,Phoenix,85053,Phoenix,Weekend,3,3,3,3,3,5,5,5,4,4,4,4,2
9225,2151,29TH AVE & PHELPS RD,2834 W KELTON LN,Phoenix,85053,Phoenix,Weekday,5,5,6,6,4,7,6,9,5,6,7,8,5
9226,2152,29TH AVE & BANFF LN,14827 N 29TH AVE,Phoenix,85053,Phoenix,Weekend,3,3,3,2,3,4,3,7,3,3,3,2,2
9227,2152,29TH AVE & BANFF LN,14827 N 29TH AVE,Phoenix,85053,Phoenix,Weekday,4,4,4,5,3,7,6,8,5,4,7,6,3
9228,2153,29TH AVE & COUNTRY GABLES DR,2828 W COUNTRY GABLES DR,Phoenix,85053,Phoenix,Weekend,3,3,2,2,2,5,6,7,4,6,7,3,5
9229,2153,29TH AVE & COUNTRY GABLES DR,2828 W COUNTRY GABLES DR,Phoenix,85053,Phoenix,Weekday,3,3,4,4,3,7,6,11,6,6,8,5,5
9230,2154,29TH AVE & DUNLAP AVE,2820 W DUNLAP AVE,Glendale,85051,Phoenix,Weekend,28,27,25,18,6,30,25,20,5,9,4,5,5
9231,2154,29TH AVE & DUNLAP AVE,2820 W DUNLAP AVE,Glendale,85051,Phoenix,Weekday,37,37,39,25,10,45,33,37,7,13,12,16,10
9232,2157,29TH AVE & GREENWAY RD,15401 N 29TH AVE,Phoenix,85053,Phoenix,Weekend,4,4,3,6,5,8,7,10,6,8,7,6,6
9233,2157,29TH AVE & GREENWAY RD,15401 N 29TH AVE,Phoenix,85053,Phoenix,Weekday,7,7,7,16,8,17,15,25,12,14,15,15,11
9234,2160,31ST AVE & WILLOW AVE,3045 W THUNDERBIRD RD,Phoenix,85053,Phoenix,Weekend,1,1,1,0,0,0,0,0,0,1,0,1,1
9235,2160,31ST AVE & WILLOW AVE,3045 W THUNDERBIRD RD,Phoenix,85053,Phoenix,Weekday,2,2,2,1,0,1,1,0,0,1,2,3,1
9236,2161,31ST AVE & ACOMA DR,3054 W ACOMA DR,Phoenix,85053,Phoenix,Weekend,2,2,2,1,1,1,1,3,1,1,1,1,2
9237,2161,31ST AVE & ACOMA DR,3054 W ACOMA DR,Phoenix,85053,Phoenix,Weekday,4,4,4,4,2,8,6,8,2,2,2,2,2
9238,2166,31ST AVE & HEARN RD,3054 W HEARN RD,Phoenix,85053,Phoenix,Weekend,3,3,3,2,1,5,3,2,0,1,1,1,1
9239,2166,31ST AVE & HEARN RD,3054 W HEARN RD,Phoenix,85053,Phoenix,Weekday,3,3,3,2,1,9,7,3,1,1,3,3,2
9240,2169,31ST AVE & SWEETWATER AVE,2902 W SWEETWATER AVE,Glendale,85029,Phoenix,Weekend,4,3,3,2,1,6,5,8,2,2,1,1,2
9241,2169,31ST AVE & SWEETWATER AVE,2902 W SWEETWATER AVE,Glendale,85029,Phoenix,Weekday,7,7,8,4,2,8,6,13,6,5,6,5,3
9242,2171,31ST AVE & CALAVAR RD,13817 N 31ST AVE,Phoenix,85053,Phoenix,Weekend,10,10,9,14,10,18,17,24,13,13,13,16,13
9243,2171,31ST AVE & CALAVAR RD,13817 N 31ST AVE,Phoenix,85053,Phoenix,Weekday,24,24,24,33,20,29,24,47,26,23,26,26,24
9244,2173,32ND ST & BELLEVIEW ST,1326 N 32ND ST,Tempe,85008,Phoenix,Weekend,1,1,1,2,2,4,3,11,2,1,2,1,1
9245,2173,32ND ST & BELLEVIEW ST,1326 N 32ND ST,Tempe,85008,Phoenix,Weekday,13,13,14,31,14,38,29,50,18,19,33,21,15
9246,2174,32ND ST & CHERYL DR,10211 N 32ND ST,New River,85028,Phoenix,Weekend,12,12,11,15,6,53,47,34,4,8,4,5,6
9247,2174,32ND ST & CHERYL DR,10211 N 32ND ST,New River,85028,Phoenix,Weekday,22,22,23,19,7,41,31,38,8,9,9,9,12
9248,2175,NB N 32ND ST NS E FILLMORE ST,519 N 32ND PL,Tempe,85008,Phoenix,Weekend,2,2,2,10,6,15,14,19,10,12,10,10,9
9249,2175,NB N 32ND ST NS E FILLMORE ST,519 N 32ND PL,Tempe,85008,Phoenix,Weekday,10,10,10,31,13,38,31,50,21,28,29,28,22
9250,2176,32ND ST & ACOMA DR,14604 N 32ND PL,Phoenix,85032,Phoenix,Weekend,1,1,1,1,1,1,2,1,0,0,0,1,1
9251,2176,32ND ST & ACOMA DR,14604 N 32ND PL,Phoenix,85032,Phoenix,Weekday,2,2,3,2,1,4,3,3,1,1,1,1,1
9252,2177,32ND ST & AIRE LIBRE AVE,16402 N 32ND PL,Phoenix,85032,Phoenix,Weekend,1,1,1,1,0,1,1,1,0,1,3,1,0
9253,2177,32ND ST & AIRE LIBRE AVE,16402 N 32ND PL,Phoenix,85032,Phoenix,Weekday,3,3,3,1,0,2,2,2,1,1,1,1,1
9254,2178,32ND ST & BELL RD,3202 E BELL RD,Phoenix,85032,Phoenix,Weekend,3,3,3,3,3,3,3,8,4,2,4,2,3
9255,2178,32ND ST & BELL RD,3202 E BELL RD,Phoenix,85032,Phoenix,Weekday,8,8,9,11,7,10,12,21,9,7,13,8,8
9256,2179,32ND ST & CACTUS RD,3202 E CACTUS RD,Phoenix,85032,Phoenix,Weekend,8,8,7,15,9,17,25,26,14,15,13,13,13
9257,2179,32ND ST & CACTUS RD,3202 E CACTUS RD,Phoenix,85032,Phoenix,Weekday,17,17,18,27,15,26,22,49,22,21,23,22,20
9258,2180,32ND ST & CAMPO BELLO DR,3202 E CAMPO BELLO DR,Phoenix,85032,Phoenix,Weekend,1,1,1,0,0,1,1,1,0,0,0,0,1
9259,2180,32ND ST & CAMPO BELLO DR,3202 E CAMPO BELLO DR,Phoenix,85032,Phoenix,Weekday,2,2,2,1,0,2,1,2,1,0,1,1,1
9260,2181,32ND ST & CHOLLA ST,11624 N 32ND PL,New River,85028,Phoenix,Weekend,2,1,1,1,0,2,2,2,1,0,1,0,1
9261,2181,32ND ST & CHOLLA ST,11624 N 32ND PL,New River,85028,Phoenix,Weekday,3,3,3,3,1,3,3,4,2,1,3,2,2
9262,2182,32ND ST & CLARENDON AVE,3202 E CLARENDON AVE,Maricopa,85018,Phoenix,Weekend,2,2,2,2,1,3,3,3,2,0,1,1,2
9263,2182,32ND ST & CLARENDON AVE,3202 E CLARENDON AVE,Maricopa,85018,Phoenix,Weekday,7,7,7,4,2,5,4,7,2,2,3,2,3
9264,2183,32ND ST & EARLL DR,3101 N 32ND ST,Maricopa,85018,Phoenix,Weekend,2,2,2,6,3,6,7,8,4,5,4,3,4
9265,2183,32ND ST & EARLL DR,3101 N 32ND ST,Maricopa,85018,Phoenix,Weekday,7,7,7,13,6,19,15,17,6,12,11,9,8
9266,2184,32ND ST & EMILE ZOLA AVE,3202 E EMILE ZOLA AVE,Phoenix,85032,Phoenix,Weekend,1,1,1,1,1,2,1,2,1,1,2,1,2
9267,2184,32ND ST & EMILE ZOLA AVE,3202 E EMILE ZOLA AVE,Phoenix,85032,Phoenix,Weekday,1,1,1,3,2,6,5,6,3,4,5,4,4
9268,2185,32ND ST & GLENROSA AVE,3200 E GLENROSA AVE,Maricopa,85018,Phoenix,Weekend,0,0,0,0,0,0,1,1,0,1,0,0,1
9269,2185,32ND ST & GLENROSA AVE,3200 E GLENROSA AVE,Maricopa,85018,Phoenix,Weekday,1,1,1,2,0,2,2,3,1,1,1,1,1
9270,2186,32ND ST & GREENWAY RD,3212 E GREENWAY RD,Phoenix,85032,Phoenix,Weekend,4,4,4,12,7,11,15,19,10,13,12,12,13
9271,2186,32ND ST & GREENWAY RD,3212 E GREENWAY RD,Phoenix,85032,Phoenix,Weekday,10,10,11,20,13,21,18,39,18,19,20,19,18
9272,2187,32ND ST & GROVERS AVE,17811 N 32ND ST,Phoenix,85032,Phoenix,Weekend,,,,0,0,0,0,,0,,0,6,
9273,2187,32ND ST & GROVERS AVE,17811 N 32ND ST,Phoenix,85032,Phoenix,Weekday,0,0,0,0,0,0,0,0,0,0,0,0,0
9274,2188,32ND ST & HEARN RD,14201 N 32ND ST,Phoenix,85032,Phoenix,Weekend,1,1,1,1,1,2,1,2,1,2,1,1,1
9275,2188,32ND ST & HEARN RD,14201 N 32ND ST,Phoenix,85032,Phoenix,Weekday,2,2,3,2,1,3,3,5,1,1,2,1,1
9276,2189,32ND ST & INDIAN SCHOOL RD,3208 E INDIAN SCHOOL RD,Maricopa,85018,Phoenix,Weekend,8,8,7,8,4,6,13,9,4,34,5,4,6
9277,2189,32ND ST & INDIAN SCHOOL RD,3208 E INDIAN SCHOOL RD,Maricopa,85018,Phoenix,Weekday,12,12,12,23,11,20,21,25,12,17,14,12,14
9278,2190,32ND ST & MCDOWELL RD,3202 E MCDOWELL RD,Tempe,85008,Phoenix,Weekend,35,34,32,50,34,57,58,68,51,78,57,46,50
9279,2190,32ND ST & MCDOWELL RD,3202 E MCDOWELL RD,Tempe,85008,Phoenix,Weekday,105,105,109,161,72,178,163,270,112,180,163,140,127
9280,2192,32ND ST & NISBET RD,3210 E NISBET RD,Phoenix,85032,Phoenix,Weekend,,,,0,,0,0,1,0,0,0,0,0
9281,2192,32ND ST & NISBET RD,3210 E NISBET RD,Phoenix,85032,Phoenix,Weekday,1,1,1,1,1,0,1,1,1,0,0,0,1
9282,2193,32ND ST & OAK ST,2315 N 32ND ST,Tempe,85008,Phoenix,Weekend,4,3,3,6,5,12,14,14,7,9,9,7,10
9283,2193,32ND ST & OAK ST,2315 N 32ND ST,Tempe,85008,Phoenix,Weekday,16,16,16,27,12,38,31,43,19,25,24,21,19
9284,2194,32ND ST & OSBORN RD,3401 N 32ND ST,Maricopa,85018,Phoenix,Weekend,6,6,6,7,3,15,13,12,3,4,3,3,2
9285,2194,32ND ST & OSBORN RD,3401 N 32ND ST,Maricopa,85018,Phoenix,Weekday,11,11,11,10,4,15,13,17,8,8,7,6,6
9286,2195,32ND ST & PALM LN,3202 E PALM LN,Tempe,85008,Phoenix,Weekend,11,10,10,11,9,18,18,17,11,19,11,11,12
9287,2195,32ND ST & PALM LN,3202 E PALM LN,Tempe,85008,Phoenix,Weekday,22,22,22,30,16,31,28,48,25,37,31,26,26
9288,2196,32ND ST & PARADISE LN,16415 N 33RD WAY,Phoenix,85032,Phoenix,Weekend,1,1,1,2,1,4,3,2,1,1,2,2,2
9289,2196,32ND ST & PARADISE LN,16415 N 33RD WAY,Phoenix,85032,Phoenix,Weekday,4,4,4,2,1,4,3,6,2,2,3,3,4
9290,2197,32ND ST & ROOSEVELT ST,1003 N 32ND ST,Tempe,85008,Phoenix,Weekend,37,36,34,48,36,59,70,90,46,46,53,44,53
9291,2197,32ND ST & ROOSEVELT ST,1003 N 32ND ST,Tempe,85008,Phoenix,Weekday,92,92,95,142,69,149,132,206,88,87,109,100,91
9292,2199,32ND ST & SWEETWATER AVE,3201 E CAPTAIN DREYFUS AVE,Phoenix,85032,Phoenix,Weekend,1,1,1,2,1,2,2,3,1,1,2,1,1
9293,2199,32ND ST & SWEETWATER AVE,3201 E CAPTAIN DREYFUS AVE,Phoenix,85032,Phoenix,Weekday,3,3,3,4,2,4,3,6,2,2,3,3,2
9294,2200,32ND ST & THOMAS RD,3210 E THOMAS RD,Maricopa,85018,Phoenix,Weekend,26,25,23,27,19,39,40,41,29,43,35,32,34
9295,2200,32ND ST & THOMAS RD,3210 E THOMAS RD,Maricopa,85018,Phoenix,Weekday,59,59,60,87,40,90,99,127,60,90,77,68,62
9296,2201,32ND ST & THUNDERBIRD RD,13801 N 32ND ST,Phoenix,85032,Phoenix,Weekend,6,6,5,9,6,11,11,14,6,7,8,10,9
9297,2201,32ND ST & THUNDERBIRD RD,13801 N 32ND ST,Phoenix,85032,Phoenix,Weekday,11,11,11,21,11,21,18,31,15,11,16,15,14
9298,2202,32ND ST & TIERRA BUENA LN,15801 N 32ND ST,Phoenix,85032,Phoenix,Weekend,1,1,1,3,1,3,5,8,4,4,2,4,4
9299,2202,32ND ST & TIERRA BUENA LN,15801 N 32ND ST,Phoenix,85032,Phoenix,Weekday,3,3,3,5,3,6,6,10,5,4,5,4,6
9300,2203,NB N 32ND ST FS E VAN BUREN ST,3202 E VAN BUREN ST,Tempe,85008,Phoenix,Weekend,15,15,14,43,28,49,61,66,49,61,54,63,60
9301,2203,NB N 32ND ST FS E VAN BUREN ST,3202 E VAN BUREN ST,Tempe,85008,Phoenix,Weekday,27,27,28,87,43,94,93,149,83,89,112,99,98
9302,2204,32ND ST & YALE ST,2529 N 32ND ST,Tempe,85008,Phoenix,Weekend,3,3,3,14,7,17,19,18,10,16,5,3,3
9303,2204,32ND ST & YALE ST,2529 N 32ND ST,Tempe,85008,Phoenix,Weekday,9,9,9,24,11,30,25,41,22,26,15,9,9
9304,2207,32ND ST & LARKSPUR DR,3201 E LARKSPUR DR,Phoenix,85032,Phoenix,Weekend,3,2,2,1,0,0,1,1,1,1,1,1,1
9305,2207,32ND ST & LARKSPUR DR,3201 E LARKSPUR DR,Phoenix,85032,Phoenix,Weekday,1,1,1,1,1,2,1,2,1,1,2,2,2
9306,2208,32ND ST & SHEA BLVD,10433 N 32ND ST,New River,85028,Phoenix,Weekend,2,2,2,4,3,1,1,2,1,1,1,1,1
9307,2208,32ND ST & SHEA BLVD,10433 N 32ND ST,New River,85028,Phoenix,Weekday,7,7,7,10,7,7,6,7,3,3,2,2,2
9308,2211,35TH AVE & COLTER ST,5212 N 35TH AVE,Phoenix,85017,Phoenix,Weekend,2,2,2,2,1,2,3,5,1,2,3,3,3
9309,2211,35TH AVE & COLTER ST,5212 N 35TH AVE,Phoenix,85017,Phoenix,Weekday,3,3,3,4,2,3,4,9,4,3,6,5,5
9310,2212,35TH AVE & MINTON RD,7210 S 35TH AVE,Gila Crossing,85339,Phoenix,Weekend,2,2,2,5,1,4,3,6,1,0,1,0,1
9311,2212,35TH AVE & MINTON RD,7210 S 35TH AVE,Gila Crossing,85339,Phoenix,Weekday,5,5,5,11,2,10,7,6,2,1,1,1,1
9312,2213,35TH AVE & ROESER RD,2836 W BROADWAY RD,Phoenix,85041,Phoenix,Weekend,3,3,3,7,3,9,9,13,5,7,8,8,7
9313,2213,35TH AVE & ROESER RD,2836 W BROADWAY RD,Phoenix,85041,Phoenix,Weekday,10,10,11,12,7,16,13,20,11,14,16,14,13
9314,2214,35TH AVE & MONTEROSA AVE,4201 N 35TH AVE,Phoenix,85017,Phoenix,Weekend,40,38,36,52,30,58,65,88,50,60,55,61,51
9315,2214,35TH AVE & MONTEROSA AVE,4201 N 35TH AVE,Phoenix,85017,Phoenix,Weekday,67,67,69,101,54,101,91,158,85,84,98,95,85
9316,2215,35TH AVE & WILLOW AVE,13201 N 35TH AVE,Glendale,85029,Phoenix,Weekend,3,3,3,4,2,6,6,6,3,3,2,2,3
9317,2215,35TH AVE & WILLOW AVE,13201 N 35TH AVE,Glendale,85029,Phoenix,Weekday,7,7,7,8,4,9,7,14,7,11,6,5,5
9318,2216,35TH AVE & AIRE AVE,3438 W AIRE LIBRE AVE,Phoenix,85053,Phoenix,Weekend,0,0,0,0,0,0,0,,0,0,0,0,0
9319,2216,35TH AVE & AIRE AVE,3438 W AIRE LIBRE AVE,Phoenix,85053,Phoenix,Weekday,0,0,0,0,0,0,0,0,2,2,0,1,0
9320,2217,35TH AVE & ALICE AVE,3435 W TANGERINE LN,Glendale,85051,Phoenix,Weekend,2,1,1,2,2,2,2,4,4,4,4,3,4
9321,2217,35TH AVE & ALICE AVE,3435 W TANGERINE LN,Glendale,85051,Phoenix,Weekday,2,2,2,5,2,4,4,7,6,6,6,5,5
9322,2218,35TH AVE & BASELINE RD,3508 W BASELINE RD,Gila Crossing,85339,Phoenix,Weekend,54,52,49,111,79,165,185,237,105,108,79,66,71
9323,2218,35TH AVE & BASELINE RD,3508 W BASELINE RD,Gila Crossing,85339,Phoenix,Weekday,70,70,72,181,115,213,201,353,138,109,129,111,113
9324,2219,35TH AVE & BELL RD,3470 W BELL RD,Phoenix,85053,Phoenix,Weekend,16,16,15,24,14,24,27,37,18,24,34,27,27
9325,2219,35TH AVE & BELL RD,3470 W BELL RD,Phoenix,85053,Phoenix,Weekday,24,24,25,37,21,41,34,58,28,29,37,37,32
9326,2220,35TH AVE & BETHANY HOME RD,6135 N 35TH AVE,Phoenix,85017,Phoenix,Weekend,64,62,58,73,48,88,97,110,60,73,70,73,78
9327,2220,35TH AVE & BETHANY HOME RD,6135 N 35TH AVE,Phoenix,85017,Phoenix,Weekday,96,96,100,127,77,144,122,194,101,104,114,108,108
9328,2221,35TH AVE & BEVERLY LN,3419 W GRANDVIEW RD,Phoenix,85053,Phoenix,Weekend,1,1,1,0,0,1,1,2,0,1,1,2,1
9329,2221,35TH AVE & BEVERLY LN,3419 W GRANDVIEW RD,Phoenix,85053,Phoenix,Weekday,1,1,1,2,2,3,2,2,2,2,1,1,0
9330,2222,35TH AVE & BLOOMFIELD RD,3440 W BLOOMFIELD RD,Glendale,85029,Phoenix,Weekend,3,3,3,3,2,4,4,4,2,7,4,2,3
9331,2222,35TH AVE & BLOOMFIELD RD,3440 W BLOOMFIELD RD,Glendale,85029,Phoenix,Weekday,4,4,4,6,3,6,5,9,5,4,8,4,3
9332,2223,35TH AVE & BUTLER DR,3433 W SELDON LN,Glendale,85051,Phoenix,Weekend,3,3,3,4,2,3,6,6,5,6,7,4,7
9333,2223,35TH AVE & BUTLER DR,3433 W SELDON LN,Glendale,85051,Phoenix,Weekday,7,7,7,7,4,7,8,12,9,10,14,11,11
9334,2224,35TH AVE & CACTUS RD,3443 W WETHERSFIELD RD,Glendale,85029,Phoenix,Weekend,8,8,8,11,7,19,19,23,21,15,11,13,12
9335,2224,35TH AVE & CACTUS RD,3443 W WETHERSFIELD RD,Glendale,85029,Phoenix,Weekday,16,16,17,21,14,34,27,45,28,24,21,25,22
9336,2225,35TH AVE & CAMELBACK RD,3446 W CAMELBACK RD,Phoenix,85017,Phoenix,Weekend,63,60,56,74,48,94,107,131,66,85,80,82,81
9337,2225,35TH AVE & CAMELBACK RD,3446 W CAMELBACK RD,Phoenix,85017,Phoenix,Weekday,117,117,120,165,93,186,162,276,136,152,179,164,149
9338,2226,35TH AVE & CAMPBELL AVE,3402 W CAMPBELL AVE,Phoenix,85017,Phoenix,Weekend,10,10,9,8,6,21,19,21,9,10,12,10,11
9339,2226,35TH AVE & CAMPBELL AVE,3402 W CAMPBELL AVE,Phoenix,85017,Phoenix,Weekday,22,22,22,16,10,28,26,40,20,17,23,23,19
9340,2227,35TH AVE & CAMPO BELLO DR,17402 N 34TH LN,Phoenix,85053,Phoenix,Weekend,3,3,3,2,2,2,2,4,2,2,1,2,2
9341,2227,35TH AVE & CAMPO BELLO DR,17402 N 34TH LN,Phoenix,85053,Phoenix,Weekday,5,5,5,5,3,3,3,7,4,2,3,3,2
9342,2228,35TH AVE & CHERYL DR,10209 N 35TH AVE,Glendale,85051,Phoenix,Weekend,5,5,5,3,2,7,6,8,3,2,3,2,3
9343,2228,35TH AVE & CHERYL DR,10209 N 35TH AVE,Glendale,85051,Phoenix,Weekday,11,11,12,11,5,14,11,24,9,9,10,7,7
9344,2229,35TH AVE & CHOLLA ST,11415 N 35TH AVE,Glendale,85029,Phoenix,Weekend,2,2,2,2,2,2,2,4,1,3,3,3,2
9345,2229,35TH AVE & CHOLLA ST,11415 N 35TH AVE,Glendale,85029,Phoenix,Weekday,5,5,5,5,3,6,5,9,4,4,5,3,3
9346,2230,35TH AVE & CLARENDON AVE,3801 N 35TH AVE,Phoenix,85017,Phoenix,Weekend,3,3,3,4,2,16,12,7,1,8,2,2,2
9347,2230,35TH AVE & CLARENDON AVE,3801 N 35TH AVE,Phoenix,85017,Phoenix,Weekday,8,8,9,7,4,17,13,16,7,7,10,10,7
