NoName,X,Y,OBJECTID,StopID,NextRide,Location,Juris,DateUpdated,Long,Lat,Routes,Zip,State,Address,AUTO_UNIQUE_ID_2020-07-27_cceni03_filter_bus3001,UpdatedReverseGeocoding,TimeTaken,TransactionId,Source,ErrorMessage,Version,ComputedAPN,ComputedStreetAddress,ComputedCity,ComputedState,ComputedZip,ComputedZipPlus4
6094,-112.0780962,33.64009737,6203,1037,16599,BELL RD & 3RD AVE,Phoenix,1.54E+12,-112.0780962,33.64009737,170,,,,1159,1,1421.8782,,AggieReverseGeocoder,,4.01,20812012B,205 W BELL RD,Phoenix,AZ,85023,3669
6095,-112.151036,33.639254,6204,1038,16584,BELL RD & 43RD AVE,Phoenix,1.54E+12,-112.151036,33.639254,170,,,,1160,1,2140.6337,,AggieReverseGeocoder,,4.01,20717007B,8620 N 22ND AVE,Phoenix,AZ,85021,4251
6096,-112.160005,33.638998,6205,1039,16472,BELL RD & 47TH AVE,Phoenix,1.54E+12,-112.160005,33.638998,170,,,,1161,1,531.2457,,AggieReverseGeocoder,,4.01,20726501,16819 N 47TH AVE,Glendale,AZ,85306,1430
6097,-112.164447,33.638967,6206,1040,16471,BELL RD & 49TH AVE,Phoenix,1.54E+12,-112.164447,33.638967,170,,,,1162,1,2250.0046,,AggieReverseGeocoder,,4.01,20727277,4830 W JUNIPER AVE,Glendale,AZ,85306,1412
6098,-112.168505,33.638799,6207,1041,16470,BELL RD & 51ST AVE,Phoenix,1.54E+12,-112.168505,33.638799,170,,,,1163,1,562.4935,,AggieReverseGeocoder,,4.01,20727004T,4961 W BELL RD,Phoenix,AZ,85308,3451
6099,-112.0823945,33.64002815,6208,1051,16598,BELL RD & 7TH AVE,Phoenix,1.54E+12,-112.0823945,33.64002815,170,,,,1164,1,1453.1166,,AggieReverseGeocoder,,4.01,20812001L,625 W BELL RD,Phoenix,AZ,85023,7933
6100,-112.155215,33.639194,6209,1052,16473,BELL RD & PARK PL,Phoenix,1.54E+12,-112.155215,33.639194,170,,,,1165,1,2359.3337,,AggieReverseGeocoder,,4.01,20726254C,4455 W BELL RD,Phoenix,AZ,85308,3516
6101,-112.0949376,33.52389972,6210,1055,13845,BETHANY HOME RD & 17TH AVE,Phoenix,1.54E+12,-112.0949376,33.52389972,60,,,,1166,1,1609.4297,,AggieReverseGeocoder,,4.01,15635005C,1607 W BETHANY HOME RD,Paradise Valley,AZ,85015,2507
6102,-112.086196,33.523851,6211,1056,13847,BETHANY HOME RD & 11TH AVE,Phoenix,1.54E+12,-112.086196,33.523851,60,,,,1167,1,1671.8692,,AggieReverseGeocoder,,4.01,15632023,1007 W BETHANY HOME RD,Phoenix,AZ,85013,1656
6103,-112.093083,33.523937,6212,1057,13846,BETHANY HOME RD & 15TH AVE,Phoenix,1.54E+12,-112.093083,33.523937,60,,,,1168,1,1531.2499,,AggieReverseGeocoder,,4.01,15635005C,1607 W BETHANY HOME RD,Paradise Valley,AZ,85015,2507
6104,-112.0988803,33.524011,6213,1058,13844,BETHANY HOME RD & 19TH AVE,Phoenix,1.54E+12,-112.0988803,33.524011,60,,,,1169,1,1234.3821,,AggieReverseGeocoder,,4.01,15635001V,1825 W BETHANY HOME RD,Paradise Valley,AZ,85015,2512
6105,-112.1031667,33.523983,6214,1059,13843,BETHANY HOME RD & 21ST AVE,Phoenix,1.54E+12,-112.1031667,33.523983,60,,,,1170,1,1421.8716,,AggieReverseGeocoder,,4.01,15308124E,2023 W BETHANY HOME RD,Paradise Valley,AZ,85015,2444
6106,-112.1079374,33.523968,6215,1060,13842,BETHANY HOME RD & 23RD AVE,Phoenix,1.54E+12,-112.1079374,33.523968,60,,,,1171,1,453.1245,,AggieReverseGeocoder,,4.01,15307112,5831 N 23RD AVE,Paradise Valley,AZ,85015,2308
6107,-112.1159322,33.52393365,6216,1061,13840,BETHANY HOME RD & 27TH AVE,Phoenix,1.54E+12,-112.1159322,33.52393365,60,,,,1172,1,1515.6325,,AggieReverseGeocoder,,4.01,15305068K,2633 W BETHANY HOME RD,Phoenix,AZ,85017,2105
6108,-112.120811,33.523895,6217,1062,13839,BETHANY HOME RD & 29TH AVE,Phoenix,1.54E+12,-112.120811,33.523895,60,,,,1173,1,515.6229,,AggieReverseGeocoder,,4.01,15304133,2839 W BETHANY HOME RD,Phoenix,AZ,85017,1708
6109,-112.125205,33.523904,6218,1063,13838,BETHANY HOME RD & 31ST AVE,Phoenix,1.54E+12,-112.125205,33.523904,60,,,,1174,1,1484.3842,,AggieReverseGeocoder,,4.01,15303149,3031 W BETHANY HOME RD,Phoenix,AZ,85017,1603
6110,-112.1294264,33.52392152,6219,1064,13837,BETHANY HOME RD & 33RD AVE,Phoenix,1.54E+12,-112.1294264,33.52392152,60,,,,1175,1,1546.8788,,AggieReverseGeocoder,,4.01,15302146,3225 W BETHANY HOME RD,Phoenix,AZ,85017,1503
6111,-112.13369,33.523873,6220,1065,12354,BETHANY HOME RD & 35TH AVE,Phoenix,1.54E+12,-112.13369,33.523873,60,,,,1176,1,2078.119,,AggieReverseGeocoder,,4.01,15301149P,3437 W BETHANY HOME RD,Phoenix,AZ,85017,1919
6112,-112.138002,33.523865,6221,1066,13835,BETHANY HOME RD & 37TH AVE,Phoenix,1.54E+12,-112.138002,33.523865,60,,,,1177,1,1531.2545,,AggieReverseGeocoder,,4.01,14510119D,3625 W BETHANY HOME RD,Phoenix,AZ,85019,1961
6113,-112.1424761,33.523849,6222,1067,13834,BETHANY HOME RD & 39TH AVE,Phoenix,1.54E+12,-112.1424761,33.523849,60,,,,1178,1,1500.0078,,AggieReverseGeocoder,,4.01,14509172,5845 N 39TH AVE,Phoenix,AZ,85019,1949
6114,-112.077211,33.523753,6223,1068,13849,BETHANY HOME RD & 3RD AVE,Phoenix,1.54E+12,-112.077211,33.523753,60,,,,1179,1,1671.8781,,AggieReverseGeocoder,,4.01,16233016D,235 W BETHANY HOME RD,Phoenix,AZ,85013,1518
6115,-112.150714,33.523814,6224,1069,13832,BETHANY HOME RD & 43RD AVE,Phoenix,1.54E+12,-112.150714,33.523814,60,,,,1180,1,1593.7606,,AggieReverseGeocoder,,4.01,14508005R,4243 W BETHANY HOME RD,Phoenix,AZ,85019,1807
6116,-112.0817029,33.52375817,6225,1080,13848,BETHANY HOME RD & 7TH AVE,Phoenix,1.54E+12,-112.0817029,33.52375817,60,,,,1181,1,1453.1203,,AggieReverseGeocoder,,4.01,16230021,535 W BETHANY HOME RD,Phoenix,AZ,85013,1553
6117,-112.1474188,33.52384,6226,1083,13833,BETHANY HOME RD & 41ST AVE,Phoenix,1.54E+12,-112.1474188,33.52384,60,,,,1182,1,1625.0045,,AggieReverseGeocoder,,4.01,14508003U,4101 W BETHANY HOME RD,Phoenix,AZ,85019,1805
6118,-112.1106986,33.52392701,6227,1085,18194,BETHANY HOME RD & 24TH AVE,Phoenix,1.54E+12,-112.1106986,33.52392701,60,,,,1183,1,546.8753,,AggieReverseGeocoder,,4.01,15306016,2401 W BETHANY HOME RD,Paradise Valley,AZ,85015,1827
6119,-112.0901536,33.40663573,6228,1087,13065,BROADWAY RD & 15TH AVE,Phoenix,1.54E+12,-112.0901536,33.40663573,45,,,,1184,1,687.5059,,AggieReverseGeocoder,,4.01,10561008,1501 W BROADWAY RD,Phoenix,AZ,85041,2225
6120,-112.0814386,33.40660988,6229,1089,10647,BROADWAY RD & 7TH AVE,Phoenix,1.54E+12,-112.0814386,33.40660988,45 | 8,,,,1185,1,609.3785,,AggieReverseGeocoder,,4.01,11328004H,4401 S 7TH AVE,Phoenix,AZ,85041,2401
6121,-112.065347,33.670143,6230,1102,18464,NB 7TH ST FS BEARDSLEY RD,Phoenix,1.54E+12,-112.065347,33.670143,7,,,,1186,1,828.1076,,AggieReverseGeocoder,,4.01,21305860,20425 N 7TH ST,Phoenix,AZ,85024,6001
6122,-112.065468,33.67379577,6231,1109,18465,NB 7TH ST FS IRMA LN,Phoenix,1.54E+12,-112.065468,33.67379577,7,,,,1187,1,359.4359,,AggieReverseGeocoder,,4.01,21305843,735 E POTTER DR,Phoenix,AZ,85024,4156
6123,-112.065418,33.677168,6232,1110,18466,NB 7TH ST FS ROSE GARDEN LN,Phoenix,1.54E+12,-112.065418,33.677168,7,,,,1188,1,250.0083,,AggieReverseGeocoder,,4.01,21305847,20871 N 8TH ST,Phoenix,AZ,85024,4144
6124,-112.0851738,33.40661233,6233,1112,13066,BROADWAY RD & 9TH AVE,Phoenix,1.54E+12,-112.0851738,33.40661233,45,,,,1189,1,718.7236,,AggieReverseGeocoder,,4.01,10557026,941 W BROADWAY RD,Phoenix,AZ,85041,2304
6125,-112.125504,33.436843,6234,1115,10979,BUCKEYE RD & 31ST AVE,Phoenix,1.54E+12,-112.125504,33.436843,13,,,,1190,1,734.3931,,AggieReverseGeocoder,,4.01,10510047A,3045 W BUCKEYE RD,Avondale,AZ,85009,5734
6126,-112.197784,33.437074,6235,1116,10966,BUCKEYE RD & 65TH AVE,Phoenix,1.54E+12,-112.197784,33.437074,13,,,,1191,1,984.3771,,AggieReverseGeocoder,,4.01,10417037,1032 S 65TH AVE,Phoenix,AZ,85043,4406
6127,-112.090813,33.43667243,6236,1117,10987,BUCKEYE RD & 15TH AVE,Phoenix,1.54E+12,-112.090813,33.43667243,13,,,,1192,1,1640.6272,,AggieReverseGeocoder,,4.01,10502108B,1413 W BUCKEYE RD,Phoenix,AZ,85007,3720
6128,-112.0953217,33.43667622,6237,1118,10986,BUCKEYE RD & 17TH AVE,Phoenix,1.54E+12,-112.0953217,33.43667622,13,,,,1193,1,1437.506,,AggieReverseGeocoder,,4.01,10503080A,1645 W BUCKEYE RD,Phoenix,AZ,85007,3518
6129,-112.099505,33.436675,6238,1119,10985,BUCKEYE RD & 19TH AVE,Phoenix,1.54E+12,-112.099505,33.436675,13,,,,1194,1,1468.7527,,AggieReverseGeocoder,,4.01,10504031,1895 W BUCKEYE RD,Phoenix,AZ,85007,3522
6130,-112.112306,33.436697,6239,1120,10982,BUCKEYE RD & 25TH AVE,Phoenix,1.54E+12,-112.112306,33.436697,13,,,,1195,1,1500.0048,,AggieReverseGeocoder,,4.01,10507003B,2435 W BUCKEYE RD,Avondale,AZ,85009,5842
6131,-112.0654791,33.68066023,6240,1121,18467,NB 7TH ST FS LONE CACTUS DR,Phoenix,1.54E+12,-112.0654791,33.68066023,7,,,,1196,1,312.5001,,AggieReverseGeocoder,,4.01,20901003P,21850 N 7TH ST,Phoenix,AZ,85024,5620
6132,-112.1166017,33.43674066,6241,1122,18167,BUCKEYE RD & 27TH AVE,Phoenix,1.54E+12,-112.1166017,33.43674066,13,,,,1197,1,875.0029,,AggieReverseGeocoder,,4.01,10953005S,2630 W BUCKEYE RD,Avondale,AZ,85009,5744
6133,-112.1213189,33.43673934,6242,1123,10980,BUCKEYE RD & 29TH AVE,Phoenix,1.54E+12,-112.1213189,33.43673934,13,,,,1198,1,453.102,,AggieReverseGeocoder,,4.01,10509021A,2843 W BUCKEYE RD,Avondale,AZ,85009,5738
6134,-112.06637,33.684007,6243,1124,18468,WB DEER VALLEY RD FS 7TH ST,Phoenix,1.54E+12,-112.06637,33.684007,7,,,,1199,1,109.3661,,AggieReverseGeocoder,,4.01,20901003P,21850 N 7TH ST,Phoenix,AZ,85024,5620
6135,-112.0746464,33.68389086,6244,1125,18469,WB DEER VALLEY RD FS CENTRAL AVE,Phoenix,1.54E+12,-112.0746464,33.68389086,7,,,,1200,1,265.6196,,AggieReverseGeocoder,,4.01,20901003F,142 W DEER VALLEY RD,Cave Creek,AZ,85027,2134
6136,-112.129966,33.43686033,6245,1126,10978,BUCKEYE RD & 33RD AVE,Phoenix,1.54E+12,-112.129966,33.43686033,13,,,,1201,1,1156.2506,,AggieReverseGeocoder,,4.01,10511001,3201 W BUCKEYE RD,Avondale,AZ,85009,5634
6137,-112.134204,33.436828,6246,1127,10977,BUCKEYE RD & 35TH AVE,Phoenix,1.54E+12,-112.134204,33.436828,13,,,,1202,1,1109.3845,,AggieReverseGeocoder,,4.01,10512002F,3435 W BUCKEYE RD,Avondale,AZ,85009,5630
6138,-112.138177,33.436697,6247,1128,10976,BUCKEYE RD & 37TH AVE,Phoenix,1.54E+12,-112.138177,33.436697,13,,,,1203,1,328.1262,,AggieReverseGeocoder,,4.01,10513011K,1820 S 35TH AVE,Avondale,AZ,85009,6707
6139,-112.1428024,33.43685533,6248,1129,10975,BUCKEYE RD & 39TH AVE,Phoenix,1.54E+12,-112.1428024,33.43685533,13,,,,1204,1,1031.2235,,AggieReverseGeocoder,,4.01,10513014A,3839 W BUCKEYE RD,Avondale,AZ,85009,5467
6140,-112.1467064,33.43671933,6249,1130,10974,BUCKEYE RD & 41ST AVE,Phoenix,1.54E+12,-112.1467064,33.43671933,13,,,,1205,1,281.2491,,AggieReverseGeocoder,,4.01,10514009C,1229 S 9TH AVE,Phoenix,AZ,85007,3918
6141,-112.151204,33.436698,6250,1131,10973,BUCKEYE RD & 43RD AVE,Phoenix,1.54E+12,-112.151204,33.436698,13,,,,1206,1,343.7574,,AggieReverseGeocoder,,4.01,10514002,4101 W BUCKEYE RD,Avondale,AZ,85009,5321
6142,-112.159806,33.436698,6251,1132,10972,BUCKEYE RD & 47TH AVE,Phoenix,1.54E+12,-112.159806,33.436698,13,,,,1207,1,359.3753,,AggieReverseGeocoder,,4.01,10423003,1411 S 47TH AVE,Phoenix,AZ,85043,8114
6143,-112.078877,33.43699101,6252,1133,10990,BUCKEYE RD & 4TH AVE,Phoenix,1.54E+12,-112.078877,33.43699101,13,,,,1208,1,1140.6268,,AggieReverseGeocoder,,4.01,11217165A,1104 S MONTEZUMA ST,Phoenix,AZ,85003,2636
6144,-112.1687823,33.43666965,6253,1134,10971,BUCKEYE RD & 51ST AVE,Phoenix,1.54E+12,-112.1687823,33.43666965,13,,,,1209,1,1125.0048,,AggieReverseGeocoder,,4.01,10424007Q,5049 W BUCKEYE RD,Phoenix,AZ,85043,4801
6145,-112.1747823,33.43686965,6254,1135,10970,BUCKEYE RD & 54TH AVE,Phoenix,1.54E+12,-112.1747823,33.43686965,13,,,,1210,1,1015.6245,,AggieReverseGeocoder,,4.01,10420049,5340 W BUCKEYE RD,Phoenix,AZ,85043,4700
6146,-112.1802487,33.43688998,6255,1136,10969,BUCKEYE RD & 56TH AVE,Phoenix,1.54E+12,-112.1802487,33.43688998,13,,,,1211,1,1296.883,,AggieReverseGeocoder,,4.01,10419056,5526 W BUCKEYE RD,Phoenix,AZ,85043,4601
6147,-112.1859833,33.43696965,6256,1137,10968,BUCKEYE RD & 59TH AVE,Phoenix,1.54E+12,-112.1859833,33.43696965,13 | 59,,,,1212,1,1156.2968,,AggieReverseGeocoder,,4.01,10419004D,5810 W BUCKEYE RD,Phoenix,AZ,85043,4606
6148,-112.194807,33.436998,6257,1138,10967,BUCKEYE RD & 63RD AVE,Phoenix,1.54E+12,-112.194807,33.436998,13,,,,1213,1,343.7462,,AggieReverseGeocoder,,4.01,10427001B,6103 W BUCKEYE RD,Phoenix,AZ,85043,4418
6149,-112.203203,33.437122,6258,1139,10965,W BUCKEYE RD & S 67TH AV,Phoenix,1.54E+12,-112.203203,33.437122,13,,,,1214,1,984.2822,,AggieReverseGeocoder,,4.01,10428002B,6625 W BUCKEYE RD,Phoenix,AZ,85043,
6150,-112.081807,33.436697,6259,1140,10989,BUCKEYE RD & 7TH AVE,Phoenix,1.54E+12,-112.081807,33.436697,13,,,,1215,1,1156.2562,,AggieReverseGeocoder,,4.01,11217143,1023 S 7TH AVE,Phoenix,AZ,85007,3704
6151,-112.107307,33.436696,6260,1141,15399,BUCKEYE RD & I-17 FWY,Phoenix,1.54E+12,-112.107307,33.436696,13,,,,1216,1,1328.1287,,AggieReverseGeocoder,,4.01,10506038B,2201 W BUCKEYE RD,Avondale,AZ,85009,5846
6152,-112.073618,33.436752,6261,1142,10991,BUCKEYE RD & CENTRAL AVE,Phoenix,1.54E+12,-112.073618,33.436752,13,,,,1217,1,2046.8779,,AggieReverseGeocoder,,4.01,11234017A,1111 S CENTRAL AVE,Phoenix,AZ,85004,
6153,-112.104006,33.436688,6262,1143,10984,BUCKEYE RD & 21ST AVE,Phoenix,1.54E+12,-112.104006,33.436688,13,,,,1218,1,1312.503,,AggieReverseGeocoder,,4.01,10506045,2045 W BUCKEYE RD,Avondale,AZ,85009,5936
6154,-112.086428,33.43668234,6263,1144,10988,BUCKEYE RD & 10TH AVE,Phoenix,1.54E+12,-112.086428,33.43668234,13,,,,1219,1,1171.9525,,AggieReverseGeocoder,,4.01,10501059A,1009 W BUCKEYE RD,Phoenix,AZ,85007,3713
6155,-112.137306,33.596197,6264,1145,16045,CACTUS RD & 37TH AVE,Phoenix,1.54E+12,-112.137306,33.596197,122,,,,1220,1,515.6183,,AggieReverseGeocoder,,4.01,14932001B,3625 W CACTUS RD,Glendale,AZ,85029,3122
6156,-112.153707,33.596197,6265,1146,16041,CACTUS RD & 44TH DR,Phoenix,1.54E+12,-112.153707,33.596197,122,,,,1221,1,531.2622,,AggieReverseGeocoder,,4.01,14801560,4418 W DESERT HILLS DR,Avenue B and C,AZ,85304,3015
6157,-111.977929,33.63001,6266,4805,13021,TATUM BLVD & KATHLEEN RD,Phoenix,1.54E+12,-111.977929,33.63001,44,,,,1222,1,984.3774,,AggieReverseGeocoder,,4.01,21530007,15831 N 47TH PL,Phoenix,AZ,85032,4211
6158,-111.977571,33.668022,6267,4806,12451,TATUM BLVD & MAYO BLVD,Phoenix,1.54E+12,-111.977571,33.668022,186 | 44,,,,1223,1,1281.2741,,AggieReverseGeocoder,,4.01,21232960,19801 N TATUM BLVD,Phoenix,AZ,85050,4201
6159,-111.978006,33.618197,6268,4808,13024,TATUM BLVD & ACOMA DR,Phoenix,1.54E+12,-111.978006,33.618197,44,,,,1224,1,953.048,,AggieReverseGeocoder,,4.01,21569002A,14400 N TATUM BLVD,Phoenix,AZ,85032,5531
6160,-111.9779017,33.64013379,6269,4809,13018,TATUM BLVD & BELL RD,Phoenix,1.54E+12,-111.9779017,33.64013379,44,,,,1225,1,953.1112,,AggieReverseGeocoder,,4.01,21519384,4747 E BELL RD,Phoenix,AZ,85032,2301
6161,-111.980816,33.598043,6270,4810,18066,TATUM BLVD & CACTUS RD,Phoenix,1.54E+12,-111.980816,33.598043,44,,,,1226,1,984.3697,,AggieReverseGeocoder,,4.01,16732001J,12240 N TATUM BLVD,Phoenix,AZ,85032,7732
6162,-111.978005,33.589299,6271,4811,12476,TATUM BLVD & CHOLLA ST,Phoenix,1.54E+12,-111.978005,33.589299,44,,,,1227,1,1031.2297,,AggieReverseGeocoder,,4.01,16766115A,4737 E CHOLLA ST,New River,AZ,85028,2303
6163,-111.9780407,33.58600507,6272,4813,12477,TATUM BLVD & DESERT COVE AVE,Phoenix,1.54E+12,-111.9780407,33.58600507,44,,,,1228,1,1031.2553,,AggieReverseGeocoder,,4.01,16766098,10910 N TATUM BLVD,New River,AZ,85028,3080
6164,-111.977888,33.571317,6273,4814,13029,TATUM BLVD & FANFOL DR,Phoenix,1.54E+12,-111.977888,33.571317,44,,,,1229,1,1390.6228,,AggieReverseGeocoder,,4.01,16830014,4728 E BERNEIL DR,New River,AZ,85028,5506
6165,-111.977965,33.578721,6274,4815,13027,TATUM BLVD & GOLD DUST AVE,Phoenix,1.54E+12,-111.977965,33.578721,44,,,,1230,1,1359.4162,,AggieReverseGeocoder,,4.01,16815132A,4602 E ONYX AVE,New River,AZ,85028,4209
6166,-111.9779951,33.62565669,6275,4816,13022,TATUM BLVD & GREENWAY RD,Phoenix,1.54E+12,-111.9779951,33.62565669,44,,,,1231,1,953.1199,,AggieReverseGeocoder,,4.01,21570010B,15262 N TATUM BLVD,Phoenix,AZ,85032,4815
6167,-111.977501,33.647514,6276,4817,13016,TATUM BLVD & GROVERS AVE,Phoenix,1.54E+12,-111.977501,33.647514,44,,,,1232,1,1328.0819,,AggieReverseGeocoder,,4.01,21518169,4770 E SAINT JOHN RD,Phoenix,AZ,85032,2360
6168,-111.978007,33.614998,6277,4818,13025,TATUM BLVD & REDFIELD RD,Phoenix,1.54E+12,-111.978007,33.614998,44,,,,1233,1,906.2596,,AggieReverseGeocoder,,4.01,21569249,4754 E REDFIELD RD,Phoenix,AZ,85032,5520
6169,-111.977871,33.636012,6278,4819,13019,TATUM BLVD & KINGS AVE,Phoenix,1.54E+12,-111.977871,33.636012,44,,,,1234,1,953.1249,,AggieReverseGeocoder,,4.01,21519210,16411 N 47TH PL,Phoenix,AZ,85032,3404
6171,-111.977936,33.575019,6280,4822,13028,TATUM BLVD & MOUNTAIN VIEW RD,Phoenix,1.54E+12,-111.977936,33.575019,44,,,,1235,1,1390.6297,,AggieReverseGeocoder,,4.01,16829004,4801 E MOUNTAIN VIEW RD,Guadalupe,AZ,85253,1538
6172,-111.977898,33.633099,6281,4823,13020,TATUM BLVD & PARADISE LN,Phoenix,1.54E+12,-111.977898,33.633099,44,,,,1236,1,890.6244,,AggieReverseGeocoder,,4.01,21530057,4741 E PARADISE LN,Phoenix,AZ,85032,3433
6173,-111.98087,33.594995,6282,4824,12475,TATUM BLVD & PARADISE VILLAGE PKWY,Phoenix,1.54E+12,-111.98087,33.594995,44,,,,1237,1,1468.7563,,AggieReverseGeocoder,,4.01,16745351,4465 E PARADISE VILLAGE PKWY S,Phoenix,AZ,85032,7766
6174,-111.977514,33.651232,6283,4826,13015,TATUM BLVD & ROBERT E LEE ST,Phoenix,1.54E+12,-111.977514,33.651232,44,,,,1238,1,1250.0291,,AggieReverseGeocoder,,4.01,21512664,4707 E ROBERT E LEE ST,Phoenix,AZ,85032,9529
6175,-112.029805,33.409997,6284,4893,14515,24TH ST & JONES AVE,Phoenix,1.54E+12,-112.029805,33.409997,70,,,,1239,1,578.1256,,AggieReverseGeocoder,,4.01,12234051,2330 E JONES AVE,Phoenix,AZ,85040,1472
6176,-111.9780927,33.58188046,6285,4827,18067,TATUM BLVD & SHEA BLVD,Phoenix,1.54E+12,-111.9780927,33.58188046,44,,,,1240,1,1562.5077,,AggieReverseGeocoder,,4.01,16808002C,4707 E SHEA BLVD,New River,AZ,85028,4215
6177,-111.977995,33.611016,6286,4828,12472,TATUM BLVD & THUNDERBIRD RD,Phoenix,1.54E+12,-111.977995,33.611016,138 | 44,,,,1241,1,984.3729,,AggieReverseGeocoder,,4.01,16709001G,13648 N TATUM BLVD,Phoenix,AZ,85032,6478
6178,-111.977506,33.654698,6287,4830,13014,TATUM BLVD & UNION HILLS DR,Phoenix,1.54E+12,-111.977506,33.654698,44,,,,1242,1,1484.382,,AggieReverseGeocoder,,4.01,21512631,18442 N TATUM BLVD,Phoenix,AZ,85032,1529
6179,-112.086426,33.362731,6288,4841,10189,10TH AVE & DOBBINS RD,Phoenix,1.54E+12,-112.086426,33.362731,ZERO,,,,1243,1,609.3754,,AggieReverseGeocoder,,4.01,30054137A,9206 S 10TH AVE,Phoenix,AZ,85041,8710
6180,-112.087672,33.358321,6289,4842,10190,10TH AVE & MCNEIL ST,Phoenix,1.54E+12,-112.087672,33.358321,ZERO,,,,1244,1,750.007,,AggieReverseGeocoder,,4.01,30091033A,1002 W MCNEIL ST,Phoenix,AZ,85041,8916
6181,-112.0913112,33.43648378,6290,4845,10857,15TH AVE & BUCKEYE RD,Phoenix,1.54E+12,-112.0913112,33.43648378,15,,,,1245,1,1531.273,,AggieReverseGeocoder,,4.01,10503002A,1208 S 15TH AVE,Phoenix,AZ,85007,3802
6182,-112.09135,33.440007,6291,4846,10856,15TH AVE & SHERMAN ST,Phoenix,1.54E+12,-112.09135,33.440007,15,,,,1246,1,1046.8821,,AggieReverseGeocoder,,4.01,11214057,1503 W SHERMAN ST,Phoenix,AZ,85007,3301
6183,-112.047393,33.38808632,6292,4847,11297,16TH ST & ALTA VISTA RD,Phoenix,1.54E+12,-112.047393,33.38808632,16,,,,1247,1,812.5007,,AggieReverseGeocoder,,4.01,11422004,6420 S 16TH ST,Phoenix,AZ,85042,4418
6184,-112.047432,33.377183,6293,4848,11300,16TH ST & BASELINE RD,Phoenix,1.54E+12,-112.047432,33.377183,16,,,,1248,1,781.251,,AggieReverseGeocoder,,4.01,30133012F,1609 E BASELINE RD,Phoenix,AZ,85042,6801
6185,-112.047207,33.406487,6294,4849,11292,16TH ST & BROADWAY RD,Phoenix,1.54E+12,-112.047207,33.406487,16,,,,1249,1,734.3872,,AggieReverseGeocoder,,4.01,11355055A,1547 E BROADWAY RD,Phoenix,AZ,85040,2309
6186,-112.047862,33.436301,6295,4850,11286,16TH ST & BUCKEYE RD,Phoenix,1.54E+12,-112.047862,33.436301,16,,,,1250,1,1312.5003,,AggieReverseGeocoder,,4.01,11541001H,1112 S 16TH ST,Phoenix,AZ,85034,4204
6187,-112.047395,33.38101631,6296,4851,11299,16TH ST & CARTER RD,Phoenix,1.54E+12,-112.047395,33.38101631,16,,,,1251,1,750.0012,,AggieReverseGeocoder,,4.01,11421088,1537 E CARTER RD,Phoenix,AZ,85042,5630
6188,-112.047107,33.413704,6297,4852,11290,16TH ST & ELWOOD ST,Phoenix,1.54E+12,-112.047107,33.413704,16,,,,1252,1,843.7755,,AggieReverseGeocoder,,4.01,11324001X,3602 S 16TH ST,Phoenix,AZ,85040,1311
6189,-112.047855,33.440478,6298,4853,11284,16TH ST & GRANT ST,Phoenix,1.54E+12,-112.047855,33.440478,16,,,,1253,1,1359.3805,,AggieReverseGeocoder,,4.01,11514198,1722 E BUCKEYE RD,Phoenix,AZ,85034,
6190,-112.047849,33.438906,6299,4854,11285,16TH ST & HADLEY ST,Phoenix,1.54E+12,-112.047849,33.438906,16,,,,1254,1,1375.0029,,AggieReverseGeocoder,,4.01,11653008A,1020 S 16TH ST,Phoenix,AZ,85034,4201
6191,-112.0478991,33.43100826,6300,4855,15469,16TH ST & MOHAVE ST,Phoenix,1.54E+12,-112.0478991,33.43100826,16,,,,1255,1,1109.4158,,AggieReverseGeocoder,,4.01,11539098A,1714 S 16TH ST,Phoenix,AZ,85034,5302
6192,-112.047331,33.399272,6301,4856,11294,16TH ST & ROESER RD,Phoenix,1.54E+12,-112.047331,33.399272,16,,,,1256,1,718.751,,AggieReverseGeocoder,,4.01,11363119,5221 S 15TH WAY,Phoenix,AZ,85040,3274
6193,-112.048859,33.37,6302,4857,11302,16TH ST & SOUTH MOUNTAIN AVE,Phoenix,1.54E+12,-112.048859,33.37,16,,,,1257,1,734.3859,,AggieReverseGeocoder,,4.01,30039129,8409 S 15TH WAY,Phoenix,AZ,85042,7949
6194,-112.0475271,33.392205,6303,4858,11296,16TH ST & SOUTHERN AVE,Phoenix,1.54E+12,-112.0475271,33.392205,16,,,,1258,1,828.1223,,AggieReverseGeocoder,,4.01,11429098,1533 E SOUTHERN AVE,Phoenix,AZ,85040,3531
6195,-112.0474,33.395204,6304,4859,11295,16TH ST & SUNLAND AVE,Phoenix,1.54E+12,-112.0474,33.395204,16,,,,1259,1,781.2527,,AggieReverseGeocoder,,4.01,11362007A,5640 S 16TH ST,Phoenix,AZ,85040,3511
6196,-112.047904,33.423207,6305,4860,11289,16TH ST & UNIVERSITY DR,Phoenix,1.54E+12,-112.047904,33.423207,16,,,,1260,1,468.7536,,AggieReverseGeocoder,,4.01,11535102A,2630 S 16TH ST,Phoenix,AZ,85034,6704
6197,-112.047351,33.38467265,6306,4861,11298,16TH ST & VINEYARD RD,Phoenix,1.54E+12,-112.047351,33.38467265,16,,,,1261,1,843.7455,,AggieReverseGeocoder,,4.01,11421514,6801 S 15TH PL,Phoenix,AZ,85042,5661
